symbol,exchange,datetime,open,high,low,close,volume,open_interest
1inchusdt,HUOBI,2020-12-25 00:00:00,0.1,2.95,0.1,1.881843,61502973.64330772,0.0
1inchusdt,HUOBI,2020-12-26 00:00:00,1.881848,2.5,1.571439,1.642,28431304.216394305,0.0
1inchusdt,HUOBI,2020-12-27 00:00:00,1.642,1.795363,1.16511,1.358303,19175659.62012522,0.0
1inchusdt,HUOBI,2020-12-28 00:00:00,1.358303,1.461002,1.040542,1.170001,12285418.470377164,0.0
1inchusdt,HUOBI,2020-12-29 00:00:00,1.17,1.170001,0.771123,0.799691,11657319.42165824,0.0
1inchusdt,HUOBI,2020-12-30 00:00:00,0.799691,1.245477,0.754822,1.188024,16051783.928211324,0.0
1inchusdt,HUOBI,2020-12-31 00:00:00,1.188026,1.365335,1.058174,1.269956,23017750.664289057,0.0
1inchusdt,HUOBI,2021-01-01 00:00:00,1.269956,1.4,1.122222,1.169803,11937526.49198116,0.0
1inchusdt,HUOBI,2021-01-02 00:00:00,1.169002,1.185822,1.038847,1.108784,5471064.708211747,0.0
1inchusdt,HUOBI,2021-01-03 00:00:00,1.1098,1.152258,0.949151,1.112064,7837338.674429926,0.0
1inchusdt,HUOBI,2021-01-04 00:00:00,1.113866,1.23123,0.979995,1.058679,8615313.871254826,0.0
1inchusdt,HUOBI,2021-01-05 00:00:00,1.060323,1.178769,0.991463,1.174271,4296114.075728926,0.0
1inchusdt,HUOBI,2021-01-06 00:00:00,1.176825,1.455266,1.148319,1.426413,8237107.732470543,0.0
1inchusdt,HUOBI,2021-01-07 00:00:00,1.424819,1.614941,1.323193,1.562781,10200586.709378248,0.0
1inchusdt,HUOBI,2021-01-08 00:00:00,1.570113,1.590075,1.016,1.281231,8424598.911824776,0.0
1inchusdt,HUOBI,2021-01-09 00:00:00,1.282947,1.299117,1.107396,1.218285,5476441.55581194,0.0
1inchusdt,HUOBI,2021-01-10 00:00:00,1.222236,1.387322,1.1604,1.253041,5774897.527887037,0.0
1inchusdt,HUOBI,2021-01-11 00:00:00,1.25522,1.272785,1.01251,1.032067,4315279.253583406,0.0
1inchusdt,HUOBI,2021-01-12 00:00:00,1.033499,1.196896,0.970486,1.095174,3114727.6976198554,0.0
1inchusdt,HUOBI,2021-01-13 00:00:00,1.097195,1.298972,1.071382,1.290983,3180627.4239288704,0.0
1inchusdt,HUOBI,2021-01-14 00:00:00,1.288149,1.39666,1.242293,1.367065,4570206.30235808,0.0
1inchusdt,HUOBI,2021-01-15 00:00:00,1.366179,1.516741,1.2676,1.293771,9836440.978257688,0.0
1inchusdt,HUOBI,2021-01-16 00:00:00,1.288171,1.78,1.18,1.737741,12775525.78178074,0.0
1inchusdt,HUOBI,2021-01-17 00:00:00,1.734999,1.979937,1.556301,1.965772,18124231.098284464,0.0
1inchusdt,HUOBI,2021-01-18 00:00:00,1.966804,2.178443,1.76123,1.845655,15859604.848477662,0.0
1inchusdt,HUOBI,2021-01-19 00:00:00,1.845535,2.047902,1.75615,2.001138,8345293.492724307,0.0
1inchusdt,HUOBI,2021-01-20 00:00:00,2.004802,2.1,1.645916,1.697256,7778364.379871549,0.0
1inchusdt,HUOBI,2021-01-21 00:00:00,1.698964,1.883078,1.601014,1.720392,6630430.285783011,0.0
1inchusdt,HUOBI,2021-01-22 00:00:00,1.71724,1.849999,1.406221,1.81,7550507.43851106,0.0
1inchusdt,HUOBI,2021-01-23 00:00:00,1.816401,1.994582,1.706134,1.989138,8283416.756610974,0.0
1inchusdt,HUOBI,2021-01-24 00:00:00,1.989138,2.285364,1.874426,2.178003,11649021.964398114,0.0
1inchusdt,HUOBI,2021-01-25 00:00:00,2.178873,2.725,2.11,2.6038,23623636.509332918,0.0
1inchusdt,HUOBI,2021-01-26 00:00:00,2.60373,2.624546,2.18,2.341359,14782873.444934072,0.0
1inchusdt,HUOBI,2021-01-27 00:00:00,2.337813,2.73,2.23,2.49104,18472063.83204116,0.0
1inchusdt,HUOBI,2021-01-28 00:00:00,2.486109,3.33,2.38289,3.127563,28169911.78989105,0.0
1inchusdt,HUOBI,2021-01-29 00:00:00,3.136209,3.38,2.81,2.939182,22481039.771159984,0.0
1inchusdt,HUOBI,2021-01-30 00:00:00,2.932048,4.399999,2.92,4.027882,44299994.70983168,0.0
1inchusdt,HUOBI,2021-01-31 00:00:00,4.034993,5.546,3.8,4.773673,85692385.28541522,0.0
1inchusdt,HUOBI,2021-02-01 00:00:00,4.756791,5.454578,4.272054,4.632012,66107166.623880275,0.0
1inchusdt,HUOBI,2021-02-02 00:00:00,4.631833,5.26,4.55,4.69728,37352164.052670665,0.0
1inchusdt,HUOBI,2021-02-03 00:00:00,4.699925,4.9585,4.46001,4.835956,26462468.911548585,0.0
1inchusdt,HUOBI,2021-02-04 00:00:00,4.843244,5.476537,4.581,5.193211,52017609.78541422,0.0
1inchusdt,HUOBI,2021-02-05 00:00:00,5.206665,6.244896,5.08003,6.07,40450652.312113374,0.0
1inchusdt,HUOBI,2021-02-06 00:00:00,6.069994,6.33,5.147951,5.252881,40456388.96577283,0.0
1inchusdt,HUOBI,2021-02-07 00:00:00,5.259968,5.495368,4.517,4.631001,30987171.708737142,0.0
1inchusdt,HUOBI,2021-02-08 00:00:00,4.646615,5.264536,4.315001,5.110438,26494285.271959167,0.0
1inchusdt,HUOBI,2021-02-09 00:00:00,5.124915,5.479587,4.95677,4.99493,21072233.92220548,0.0
1inchusdt,HUOBI,2021-02-10 00:00:00,4.994937,5.42,4.5,4.720005,33914020.12868535,0.0
1inchusdt,HUOBI,2021-02-11 00:00:00,4.725,5.63638,4.650566,5.354328,30264907.790011823,0.0
1inchusdt,HUOBI,2021-02-12 00:00:00,5.354327,5.862441,5.130001,5.628676,33856897.8883859,0.0
1inchusdt,HUOBI,2021-02-13 00:00:00,5.614178,5.67,5.118811,5.396457,29746239.305180848,0.0
1inchusdt,HUOBI,2021-02-14 00:00:00,5.396455,6.28,5.1,5.299915,40157002.77682278,0.0
1inchusdt,HUOBI,2021-02-15 00:00:00,5.299897,5.55,4.21,5.415571,30679727.142744053,0.0
1inchusdt,HUOBI,2021-02-16 00:00:00,5.415571,5.51748,4.765006,4.837879,20495738.239824526,0.0
1inchusdt,HUOBI,2021-02-17 00:00:00,4.837834,4.979999,4.399643,4.866001,14725912.20525984,0.0
1inchusdt,HUOBI,2021-02-18 00:00:00,4.870214,5.179,4.800888,4.873476,14414096.55461186,0.0
1inchusdt,HUOBI,2021-02-19 00:00:00,4.873478,5.05,4.525613,4.628533,15297361.897595104,0.0
1inchusdt,HUOBI,2021-02-20 00:00:00,4.628534,5.536568,4.45,5.058444,46683575.80567525,0.0
1inchusdt,HUOBI,2021-02-21 00:00:00,5.060974,5.887036,4.72,5.236094,60643930.50574315,0.0
1inchusdt,HUOBI,2021-02-22 00:00:00,5.238803,5.269999,3.735039,4.419208,37912408.93206222,0.0
1inchusdt,HUOBI,2021-02-23 00:00:00,4.400564,4.72,3.0124,3.651948,43567904.66352301,0.0
1inchusdt,HUOBI,2021-02-24 00:00:00,3.658647,4.159998,3.2,3.715474,35894467.49766877,0.0
1inchusdt,HUOBI,2021-02-25 00:00:00,3.713801,4.15,3.40975,4.148666,25916890.20715599,0.0
1inchusdt,HUOBI,2021-02-26 00:00:00,4.148646,4.923,3.77753,4.74454,101185277.536609,0.0
1inchusdt,HUOBI,2021-02-27 00:00:00,4.751584,5.166481,4.25,4.294798,53704797.52352327,0.0
1inchusdt,HUOBI,2021-02-28 00:00:00,4.294798,4.4505,3.515311,3.563086,24613653.271362,0.0
1inchusdt,HUOBI,2021-03-01 00:00:00,3.559202,4.188,3.502054,4.164818,18165636.449073292,0.0
1inchusdt,HUOBI,2021-03-02 00:00:00,4.164864,4.39,3.92594,4.123473,21578076.581781242,0.0
1inchusdt,HUOBI,2021-03-03 00:00:00,4.125637,4.319419,3.806023,4.133573,17738860.032685593,0.0
1inchusdt,HUOBI,2021-03-04 00:00:00,4.131768,4.288877,3.9015,3.987425,14840901.00193877,0.0
1inchusdt,HUOBI,2021-03-05 00:00:00,3.988112,4.076698,3.528109,3.698165,12008281.50692896,0.0
1inchusdt,HUOBI,2021-03-06 00:00:00,3.698839,3.86,3.590008,3.64,7612338.7581084715,0.0
1inchusdt,HUOBI,2021-03-07 00:00:00,3.644994,4.086,3.635532,3.931999,12965352.8218442,0.0
1inchusdt,HUOBI,2021-03-08 00:00:00,3.936183,4.287625,3.782491,4.214267,18324992.925369464,0.0
1inchusdt,HUOBI,2021-03-09 00:00:00,4.216074,4.55,4.16267,4.324995,18325838.971576374,0.0
1inchusdt,HUOBI,2021-03-10 00:00:00,4.317405,4.52,4.004578,4.129411,14726547.17169503,0.0
1inchusdt,HUOBI,2021-03-11 00:00:00,4.131377,4.215807,3.884748,4.018537,12061418.774540182,0.0
1inchusdt,HUOBI,2021-03-12 00:00:00,4.018541,4.140119,3.682963,3.897782,15751869.364320418,0.0
1inchusdt,HUOBI,2021-03-13 00:00:00,3.887669,4.186535,3.63,4.100556,15931363.258403033,0.0
1inchusdt,HUOBI,2021-03-14 00:00:00,4.104675,4.220906,3.833708,3.917328,13607931.543319862,0.0
1inchusdt,HUOBI,2021-03-15 00:00:00,3.916374,4.385999,3.716006,4.115868,29294488.031707585,0.0
1inchusdt,HUOBI,2021-03-16 00:00:00,4.109393,4.198372,3.786536,4.14234,15604174.613113549,0.0
1inchusdt,HUOBI,2021-03-17 00:00:00,4.14234,4.8013,4.05335,4.486393,44044221.25821297,0.0
1inchusdt,HUOBI,2021-03-18 00:00:00,4.493028,5.1,4.36,4.831649,29641911.822124053,0.0
1inchusdt,HUOBI,2021-03-19 00:00:00,4.838109,5.129999,4.451218,5.092164,23634925.81160892,0.0
1inchusdt,HUOBI,2021-03-20 00:00:00,5.092223,5.241214,4.853785,5.052532,18385905.306262247,0.0
1inchusdt,HUOBI,2021-03-21 00:00:00,5.058385,5.086924,4.51,4.659762,17751666.138714552,0.0
1inchusdt,HUOBI,2021-03-22 00:00:00,4.659602,4.849456,4.462803,4.740152,13111064.34460842,0.0
1inchusdt,HUOBI,2021-03-23 00:00:00,4.746099,4.774868,4.0001,4.308944,19441714.98324015,0.0
1inchusdt,HUOBI,2021-03-24 00:00:00,4.308841,4.473007,4.00508,4.219635,16285785.302714568,0.0
1inchusdt,HUOBI,2021-03-25 00:00:00,4.224433,4.228805,3.567598,3.665974,21202245.448569223,0.0
1inchusdt,HUOBI,2021-03-26 00:00:00,3.664927,3.977878,3.6125,3.908247,9215569.720236676,0.0
1inchusdt,HUOBI,2021-03-27 00:00:00,3.907671,4.037339,3.796205,3.943519,8940098.200718964,0.0
1inchusdt,HUOBI,2021-03-28 00:00:00,3.952306,4.214344,3.93804,4.205269,11029237.410418829,0.0
1inchusdt,HUOBI,2021-03-29 00:00:00,4.206307,4.431386,3.95258,4.36083,14003861.169876872,0.0
1inchusdt,HUOBI,2021-03-30 00:00:00,4.368288,4.627723,4.357348,4.582798,11931410.411773402,0.0
1inchusdt,HUOBI,2021-03-31 00:00:00,4.586238,4.677415,4.12,4.346372,12349450.04792585,0.0
1inchusdt,HUOBI,2021-04-01 00:00:00,4.34623,4.515189,4.24,4.37,9415805.503124148,0.0
